ID,STATE,AGE,RACE,GENDER,EDUCATION,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25
446774,WV,76,White,F,GED,5,5,1,1,1,4,1,3,3,3,3,3,4,5,3,2,4,5,1,1,3,5,4,1,5
446783,CT,85,White,F,"B,Sc",5,1,5,2,1,1,5,2,5,4,4,3,2,2,1,5,1,5,2,5,2,2,1,2,3
446792,NV,32,Hispanic,M,M.Sc,2,1,3,5,4,4,2,3,4,2,1,1,5,5,4,4,1,1,5,1,4,5,4,2,1
446808,WA,78,Hispanic,F,High School,3,1,4,2,5,3,2,5,3,2,4,1,5,4,2,2,3,1,5,1,4,1,3,5,5
446817,TN,78,White,F,GED,2,1,3,2,3,4,2,3,3,2,5,3,3,2,1,1,4,1,1,4,2,2,4,1,5
446835,FL,44,American Indian,F,PhD,3,4,2,3,1,4,2,5,5,4,5,1,1,1,5,2,5,3,5,5,3,2,4,1,4
446844,MN,75,Hispanic,M,High School,1,2,5,4,1,5,3,4,2,4,3,4,5,1,3,3,3,3,1,5,1,5,1,5,4
446853,OR,32,Pacific Islander,M,M.Sc,1,2,2,4,2,4,5,4,3,4,3,5,2,4,1,3,4,1,3,1,5,3,5,5,1
446880,LA,87,African American,M,PhD,4,4,4,5,1,4,5,3,2,2,5,5,1,3,1,4,4,4,4,5,5,3,5,1,4
446899,MO,19,African American,F,High School,2,3,2,4,4,5,1,2,4,2,2,5,3,3,1,1,4,4,2,5,1,5,3,3,2
446905,GA,98,American Indian,M,"A,Sc",3,3,5,5,5,5,2,1,1,3,2,1,5,4,3,5,1,1,1,4,4,3,1,5,4
446914,MD,40,American Indian,M,GED,2,3,2,1,3,3,4,4,5,4,2,1,3,5,4,1,5,5,4,5,1,5,5,5,5
446923,OH,56,White,M,M.Sc,5,5,5,4,5,3,4,2,2,5,2,3,5,3,5,2,1,5,2,1,5,3,1,4,2
446932,NY,70,Hispanic,F,"B,Sc",2,3,3,3,4,4,5,3,4,4,3,5,3,1,1,5,5,5,3,5,5,1,2,4,4
446978,CO,61,Asian,M,High School,1,3,2,1,4,1,3,1,1,2,5,5,2,2,5,1,5,4,2,2,5,4,5,4,3
446996,PA,71,Hispanic,F,PhD,4,1,5,3,5,1,1,3,4,5,3,4,1,1,2,4,2,1,5,4,4,2,2,5,1
447014,FL,54,Asian,M,High School,5,1,1,5,4,3,3,1,3,5,4,3,4,4,1,5,5,3,5,1,3,3,4,3,4
447023,MS,18,Hispanic,F,GED,1,5,3,2,5,4,1,5,4,5,3,2,1,5,5,4,1,5,3,1,2,2,4,4,4
447050,CA,74,White,F,"B,Sc",2,4,5,4,5,1,2,3,4,4,2,3,4,4,1,2,5,2,4,1,2,5,3,4,3
447069,VA,35,Pacific Islander,F,"B,Sc",4,5,4,3,1,3,3,1,3,5,5,3,4,2,1,4,2,5,4,4,1,5,3,1,2
447102,CA,25,American Indian,F,High School,5,5,4,5,5,2,4,2,1,3,2,4,2,4,5,5,2,4,1,5,4,4,2,4,2
447120,CA,42,Hispanic,M,M.Sc,4,5,2,1,4,2,2,5,3,1,1,2,1,4,4,1,5,1,1,4,2,2,1,4,1
447148,AZ,92,African American,F,M.Sc,4,5,2,2,5,1,5,5,3,2,1,1,1,2,2,1,4,2,1,5,5,3,5,5,2
447157,AZ,35,American Indian,F,"B,Sc",1,1,4,3,4,1,3,1,2,2,5,1,1,2,2,2,2,4,3,4,3,4,4,1,3
447166,CO,55,Pacific Islander,F,M.Sc,5,5,1,2,2,4,3,4,4,1,4,3,3,5,3,2,2,2,1,3,4,5,4,3,5
447175,CO,87,Pacific Islander,F,"B,Sc",5,1,2,4,4,5,3,4,1,4,5,5,2,2,5,3,5,4,5,4,3,3,4,4,1
447209,OH,58,Pacific Islander,F,GED,4,1,3,5,4,1,4,1,5,4,3,1,1,5,3,5,3,3,1,1,4,3,4,2,2
447218,IL,37,White,F,GED,2,3,5,4,2,1,2,5,2,2,1,1,1,4,3,1,1,5,1,5,2,2,5,2,5
447227,MO,77,Asian,F,High School,4,3,3,3,5,2,4,5,1,4,3,2,1,3,3,2,3,5,5,5,1,3,4,1,2
447236,AZ,79,Asian,M,"A,Sc",5,2,3,5,4,3,5,3,2,4,4,4,2,2,5,3,2,2,2,4,1,2,4,4,3
447245,MD,45,Hispanic,M,PhD,1,5,4,4,4,4,5,1,2,2,5,1,3,5,3,5,3,4,2,4,5,1,5,2,1
447254,IL,46,Asian,F,PhD,3,3,2,3,5,1,5,2,3,4,4,3,1,5,3,3,2,5,1,4,2,4,1,2,5
447263,UT,21,American Indian,F,"A,Sc",3,5,4,4,3,5,5,2,4,4,5,4,3,1,1,1,4,1,4,5,5,1,2,2,4
447272,CA,99,Pacific Islander,F,PhD,1,2,4,1,3,4,1,2,5,4,5,4,3,2,2,1,1,4,3,4,2,1,1,3,5
447290,FL,79,White,F,PhD,3,5,4,1,5,1,1,5,2,3,4,2,1,3,5,3,5,1,3,4,1,5,3,2,5
447315,IL,50,White,M,GED,1,1,1,1,2,1,2,4,5,2,1,3,3,5,2,1,5,1,1,2,3,2,3,5,3
447324,IL,75,Pacific Islander,M,GED,4,5,4,1,2,4,5,1,1,2,3,2,1,5,4,2,1,3,5,3,2,5,3,2,1
447333,WI,57,American Indian,F,"A,Sc",3,3,5,1,4,4,1,4,3,5,2,5,5,4,2,4,1,1,1,5,1,5,3,5,4
447342,MN,19,White,F,M.Sc,2,2,1,4,4,3,5,1,2,2,3,2,4,1,3,3,2,2,1,5,3,5,1,4,1
447351,CA,43,Hispanic,F,M.Sc,1,5,1,1,5,4,3,1,3,2,3,5,4,3,2,3,4,5,2,1,5,2,5,1,3
447360,FL,47,Asian,M,PhD,5,1,4,4,1,1,4,5,2,4,2,4,4,2,5,4,2,2,2,4,2,4,2,5,1
447379,OK,38,African American,M,"B,Sc",1,1,2,1,1,4,1,3,4,5,2,3,5,3,5,4,5,3,5,5,4,3,4,3,1
447388,TX,28,American Indian,F,"B,Sc",2,2,3,5,4,1,3,5,3,5,2,4,5,1,2,4,5,4,3,1,1,3,2,5,2
447403,MA,93,African American,M,High School,4,1,2,3,4,1,2,5,2,3,5,2,5,5,4,3,2,1,1,5,3,2,1,3,3
447421,UT,87,American Indian,F,GED,1,5,1,2,3,3,3,3,1,3,5,1,4,4,5,5,4,4,5,5,3,2,2,3,3
447430,NY,93,Asian,M,High School,4,3,4,1,2,2,3,1,4,4,2,2,5,2,5,4,5,3,4,1,5,4,3,4,1
447449,TX,73,Hispanic,M,"A,Sc",2,1,5,2,2,3,3,2,1,3,1,1,3,5,1,3,3,5,3,3,3,1,5,5,1
447458,CA,36,American Indian,M,GED,1,4,4,5,1,3,2,1,4,2,3,1,3,4,3,3,2,1,3,1,4,4,5,2,1
447467,LA,84,Hispanic,M,High School,5,5,4,3,5,2,3,3,5,3,4,3,4,4,2,4,1,2,4,3,5,3,4,2,1
447476,KY,57,Asian,F,GED,2,1,4,5,1,5,3,4,4,3,1,2,3,3,4,3,2,4,2,4,1,3,4,4,5
447485,OK,80,African American,M,"A,Sc",2,2,5,3,5,2,5,1,5,4,3,5,3,1,2,2,5,5,4,4,2,1,5,4,1
447494,MA,26,American Indian,M,M.Sc,3,4,4,5,4,3,4,1,4,1,1,3,5,2,3,3,3,3,4,3,4,1,5,4,4
447519,NH,99,African American,M,GED,2,2,3,3,4,2,4,5,5,1,4,2,5,2,2,1,2,1,1,1,4,5,5,5,3
447528,PR,35,Asian,M,"B,Sc",4,3,3,2,1,1,4,3,2,2,2,4,4,3,4,1,4,1,4,5,4,2,2,2,4
447582,WV,45,Hispanic,M,PhD,2,2,1,1,3,1,5,2,5,2,3,4,5,1,5,5,1,3,2,1,4,3,3,5,3
447591,TX,80,Asian,F,"A,Sc",3,2,2,4,2,2,2,4,1,3,2,5,3,1,4,2,5,1,4,2,3,3,3,3,2
447625,UT,99,African American,M,GED,5,3,3,3,3,3,3,5,4,2,4,4,3,1,3,5,2,2,5,5,4,3,4,1,3
447634,CA,82,African American,F,PhD,4,5,4,4,3,5,3,4,2,2,4,2,5,2,1,5,1,5,1,1,5,5,4,2,5
447652,GA,27,Hispanic,F,High School,1,5,5,1,4,2,5,3,3,5,3,1,5,3,1,5,3,1,3,2,2,5,4,4,3
447661,NV,74,African American,F,PhD,4,3,2,5,5,4,2,1,1,3,4,2,4,1,2,5,2,3,2,4,5,2,4,4,1
447670,MN,42,American Indian,M,High School,5,2,5,3,1,2,2,2,2,4,4,1,2,3,1,4,5,4,1,1,1,5,2,5,3
447689,GA,24,African American,M,GED,1,4,1,1,1,2,4,4,2,5,4,2,4,2,2,3,1,5,1,5,5,4,4,3,5
447698,AZ,24,American Indian,F,High School,1,3,2,1,3,3,4,4,1,5,4,4,1,5,3,4,5,4,2,5,1,4,2,5,2
447704,AZ,80,African American,M,"B,Sc",4,1,4,4,3,3,1,5,4,2,4,1,5,3,3,4,1,3,2,1,3,5,4,3,4
447713,CA,89,Pacific Islander,M,GED,3,4,1,1,4,5,5,5,1,1,3,3,5,2,2,4,1,4,3,1,4,5,1,1,2
447722,CA,23,White,M,"B,Sc",4,1,3,4,1,1,1,1,4,2,3,2,2,2,1,1,5,3,2,5,3,4,5,2,5
447731,CA,67,White,F,"A,Sc",3,5,5,5,3,3,5,3,5,4,2,3,4,2,1,5,3,2,4,4,4,4,2,4,2
447759,CA,100,Pacific Islander,F,PhD,2,3,4,1,4,3,4,3,4,4,5,5,2,3,2,3,4,3,2,1,3,4,5,4,3
447768,CA,43,White,F,High School,3,3,3,5,5,4,3,3,4,1,2,3,2,5,1,2,4,5,2,3,3,2,1,1,5
447777,CA,59,African American,M,PhD,2,4,3,5,5,4,4,4,2,1,4,2,5,2,3,2,1,3,2,1,4,1,1,3,4
447795,CA,60,American Indian,M,High School,3,3,2,5,4,2,1,3,4,2,1,2,4,1,5,4,3,2,1,5,1,4,5,4,1
447801,CA,50,American Indian,F,High School,5,5,3,4,4,3,2,1,4,2,5,5,3,3,5,4,3,5,4,3,2,5,5,4,4
447810,CA,94,Hispanic,F,GED,1,1,4,1,2,1,2,1,4,2,5,5,1,5,2,4,4,4,3,4,1,1,4,3,4
447829,CA,90,Asian,F,GED,3,2,1,5,4,4,2,4,1,3,2,1,2,5,4,5,3,1,2,5,3,3,3,2,3
447847,FL,100,Hispanic,F,GED,3,4,2,2,5,5,5,4,1,2,3,1,2,2,5,5,2,5,1,5,1,5,4,2,5
447856,FL,31,Pacific Islander,M,High School,3,4,5,5,4,4,2,3,4,3,2,3,3,5,4,2,4,4,4,1,2,3,4,4,4
447865,FL,85,Pacific Islander,M,PhD,1,3,5,1,4,4,3,4,3,3,3,4,4,1,2,4,5,1,1,3,2,1,2,1,3
447874,FL,23,African American,M,M.Sc,3,3,3,1,5,4,2,1,4,2,4,3,4,1,4,2,1,3,2,1,2,2,4,5,3
447883,FL,86,American Indian,F,GED,1,1,3,5,5,4,2,1,3,5,4,4,3,4,3,3,1,2,4,2,3,1,4,4,4
447892,FL,90,White,F,M.Sc,4,1,3,1,2,5,4,3,4,3,2,2,2,3,3,5,2,4,3,2,5,2,1,3,2
447908,FL,96,American Indian,F,M.Sc,3,2,2,3,3,4,1,4,2,2,5,3,3,1,5,2,3,5,3,3,4,1,4,1,1
447917,GA,79,Hispanic,M,"A,Sc",3,5,4,1,3,5,2,5,5,5,1,1,2,4,2,2,3,5,1,5,5,1,2,1,5
447935,KY,96,American Indian,F,PhD,2,4,5,5,1,3,1,3,2,1,4,3,5,3,3,5,5,5,3,4,2,3,4,5,2
447953,CA,88,Hispanic,M,"A,Sc",4,2,5,3,4,3,4,1,1,2,4,2,2,5,3,4,4,3,1,2,1,1,3,3,3
447962,LA,60,Asian,M,M.Sc,4,3,5,2,5,3,5,5,2,1,1,5,5,3,5,3,5,2,5,2,5,2,5,3,2
447971,MD,37,American Indian,M,"A,Sc",4,4,2,1,2,4,1,1,3,1,3,3,5,5,2,1,1,3,3,2,2,4,3,5,5
447980,MI,51,African American,M,M.Sc,2,3,1,4,5,1,1,4,1,4,5,2,2,3,4,2,4,1,3,2,2,5,1,2,1
447999,MO,98,White,F,High School,3,3,3,2,4,2,4,5,2,3,4,2,1,2,5,5,3,5,5,3,4,2,1,4,5
448008,MO,55,Asian,M,GED,1,3,1,4,4,5,1,5,1,4,4,5,3,2,5,5,5,1,5,3,5,3,5,5,1
448017,MS,53,Pacific Islander,F,M.Sc,3,1,2,1,1,2,3,4,1,4,1,1,4,1,4,3,3,3,3,3,4,1,5,5,2
448026,ND,83,Pacific Islander,F,High School,1,2,5,4,5,1,5,4,2,4,5,2,4,3,2,2,3,5,5,1,1,1,1,5,4
448035,NM,20,American Indian,M,GED,3,4,4,1,2,2,3,3,5,3,2,1,1,4,4,2,3,5,3,1,1,2,3,1,5
448044,NV,100,African American,M,M.Sc,1,2,1,1,1,4,1,1,3,5,3,1,4,1,4,3,2,1,3,2,3,2,4,4,3
448053,NY,66,Asian,M,"B,Sc",2,4,3,5,3,3,2,1,3,5,1,5,1,3,5,1,3,5,1,5,3,4,2,1,5
448071,NY,92,Hispanic,F,GED,3,1,3,4,4,2,2,4,5,5,3,3,5,4,3,1,1,3,3,2,5,3,5,5,4
448080,OK,47,American Indian,F,"A,Sc",5,4,5,4,4,5,1,1,2,4,1,3,5,5,4,5,1,3,4,1,4,2,1,5,4
448105,PA,89,Hispanic,F,PhD,2,1,4,2,2,1,5,3,5,2,5,3,4,2,4,1,1,3,3,4,5,1,3,4,1
448114,PA,71,American Indian,M,High School,3,5,1,1,5,5,4,5,5,3,3,2,5,2,2,1,1,5,3,4,4,2,4,2,2
448123,PR,88,Hispanic,M,"B,Sc",1,4,3,3,2,4,2,1,3,3,4,1,3,3,3,4,1,5,3,4,4,3,3,1,5
448141,TN,32,Asian,F,"B,Sc",3,2,1,5,1,5,2,4,3,5,4,2,5,1,5,4,4,2,1,3,1,3,3,3,1
448150,TN,63,Hispanic,F,"B,Sc",4,2,5,1,1,1,2,5,5,5,5,5,5,3,1,2,2,2,1,5,3,3,1,3,1
448196,TX,56,American Indian,F,GED,1,2,1,2,2,5,4,2,3,2,1,1,4,5,1,2,5,3,4,1,3,3,1,1,5
448202,TX,75,American Indian,F,PhD,1,4,3,1,2,2,3,5,2,4,4,3,3,3,5,1,4,2,5,3,3,4,4,2,4
448211,TX,23,Hispanic,F,M.Sc,5,4,4,3,5,5,3,4,1,4,4,1,4,3,2,1,4,2,4,5,4,4,2,1,2
448220,UT,48,Hispanic,M,M.Sc,5,5,2,1,3,4,2,5,3,4,4,3,3,3,5,3,1,5,3,4,1,1,2,2,5
448239,UT,80,Pacific Islander,M,PhD,4,5,2,4,3,5,4,1,5,3,2,3,5,1,5,5,5,2,4,3,5,3,2,4,2
448248,UT,50,African American,M,PhD,3,3,5,5,5,2,1,2,5,5,2,4,3,5,4,4,1,1,5,2,1,3,1,1,4
448257,VA,44,Hispanic,F,PhD,2,5,3,1,1,3,2,1,2,3,1,5,1,1,2,4,4,4,3,1,3,2,3,5,3
448266,WA,90,African American,M,"A,Sc",2,2,2,4,4,5,3,4,2,1,1,3,5,3,1,1,1,1,5,5,5,4,5,3,2
448275,WV,88,Hispanic,M,PhD,3,4,1,1,5,5,3,5,1,2,3,4,4,2,2,2,5,1,1,5,5,5,3,5,1
448284,NE,25,African American,F,"B,Sc",5,3,1,1,5,4,1,4,5,4,5,2,4,1,1,4,4,3,4,3,3,2,1,5,1
448309,GA,96,Pacific Islander,F,"A,Sc",4,5,1,5,5,5,4,5,5,2,3,2,5,4,1,1,4,5,2,2,1,1,5,5,3
448336,AR,32,American Indian,F,"B,Sc",1,4,3,1,4,5,5,5,4,1,3,2,2,2,2,3,4,3,1,3,2,1,3,1,4
448345,IN,18,White,M,High School,4,2,2,2,2,3,3,2,4,4,3,2,5,4,4,1,2,3,2,2,2,1,4,4,4
448354,NJ,37,African American,F,PhD,3,1,3,2,2,4,2,3,3,4,3,4,1,4,2,1,3,4,1,1,2,1,4,2,2
448372,CA,73,Pacific Islander,F,"A,Sc",2,3,5,5,2,3,1,5,1,3,4,3,1,4,2,2,1,1,5,3,1,3,5,1,4
448381,CA,23,Pacific Islander,F,High School,2,1,1,4,1,5,2,4,1,3,5,2,5,5,1,5,5,2,4,4,1,3,2,3,3
448406,IL,63,Pacific Islander,M,"B,Sc",1,4,4,1,1,2,2,4,4,5,2,4,1,2,4,2,5,1,3,5,2,2,3,2,1
448415,IN,93,American Indian,F,GED,5,2,1,5,4,3,2,3,1,1,5,5,4,1,5,1,1,3,1,1,3,1,3,2,2
448424,OK,97,American Indian,F,PhD,1,1,2,3,2,1,2,2,4,4,1,2,5,1,1,1,4,3,4,3,1,2,4,3,3
448433,CA,18,White,F,"A,Sc",1,4,1,3,2,3,2,3,4,5,4,5,3,5,1,1,3,4,3,2,5,4,5,4,1
448442,NC,18,Hispanic,M,PhD,3,2,4,3,3,1,3,5,4,3,4,2,5,5,1,1,5,2,5,2,4,2,2,1,4
448451,CA,43,African American,M,"A,Sc",3,1,1,5,1,5,5,4,5,3,5,1,4,5,2,3,2,2,2,4,1,5,4,3,3
448460,PA,76,American Indian,M,PhD,2,4,2,1,4,5,1,4,4,4,4,2,3,5,5,5,5,5,1,2,2,5,3,5,2
448479,MI,26,White,F,GED,5,2,4,2,2,4,2,2,3,5,4,1,5,3,3,3,5,5,3,4,4,4,3,4,2
448488,KY,22,American Indian,M,"B,Sc",3,3,1,2,1,4,4,1,2,2,1,1,4,5,1,4,1,2,4,3,5,3,3,1,3
448497,OH,20,Asian,F,M.Sc,3,2,4,3,2,3,1,2,4,4,3,2,1,3,5,3,5,3,2,4,1,2,3,1,3
448503,OK,89,African American,F,PhD,1,5,1,1,1,5,2,5,2,4,2,3,5,3,1,3,3,1,2,5,1,4,1,3,5
448512,OK,92,White,F,PhD,5,2,3,2,4,2,3,2,3,5,2,1,1,2,5,4,1,3,4,5,3,2,4,1,1
448521,NE,27,White,F,PhD,5,5,4,2,1,1,5,3,3,5,1,3,4,3,5,4,2,2,2,2,4,1,1,4,3
448530,AR,38,African American,M,"A,Sc",3,1,5,1,4,3,2,1,3,4,5,3,1,1,4,4,1,2,1,1,3,4,3,1,5
448558,WI,41,White,F,M.Sc,2,3,2,3,5,1,5,4,1,4,1,4,1,3,5,4,4,2,1,5,2,4,4,4,4
448567,SC,56,Pacific Islander,F,PhD,5,4,2,5,1,4,5,1,4,5,2,3,3,4,1,4,3,2,2,5,3,4,5,2,2
448576,CA,62,Hispanic,M,"B,Sc",2,1,5,2,4,2,3,2,1,3,3,4,1,4,1,1,4,4,5,1,3,4,2,4,2
448585,MO,75,American Indian,F,High School,1,5,1,3,4,1,4,2,2,2,2,4,2,2,2,3,3,5,1,2,1,2,3,5,1
448594,CA,80,African American,M,GED,5,1,4,5,5,3,2,4,1,2,5,4,1,1,5,5,1,3,2,1,1,1,1,4,2
448600,OH,19,African American,M,"B,Sc",2,5,2,3,2,4,1,1,3,2,1,1,3,2,4,3,5,3,1,2,1,4,5,5,3
448619,CT,22,Pacific Islander,F,High School,2,4,3,2,5,5,3,3,4,5,5,4,4,3,3,5,1,2,3,5,3,1,2,5,2
448628,VA,80,American Indian,M,M.Sc,2,4,4,2,4,2,4,2,5,4,4,3,4,4,3,3,4,3,5,4,4,1,4,1,5
448637,CA,72,Pacific Islander,F,M.Sc,5,1,2,4,3,5,1,1,4,1,4,2,5,3,5,3,1,4,2,3,1,2,3,1,4
448646,LA,90,African American,M,"B,Sc",5,5,1,4,5,1,3,3,2,3,4,1,5,5,4,4,5,3,4,3,1,4,5,3,1
448655,WI,50,Asian,M,"A,Sc",4,3,5,1,2,5,5,5,2,2,1,1,3,5,1,5,1,3,4,2,5,2,4,3,4
448664,TN,87,White,F,"B,Sc",1,2,2,5,2,4,1,4,4,3,3,5,3,2,1,1,1,5,2,3,4,2,4,5,2
448673,IL,19,White,M,"A,Sc",4,2,1,4,4,1,2,1,1,4,5,3,4,4,2,3,3,1,2,1,3,1,4,4,1
448691,PA,20,White,M,GED,1,4,2,2,3,5,1,1,3,1,5,5,2,5,2,3,3,1,2,3,5,5,5,2,3
448707,PR,26,American Indian,M,"A,Sc",4,1,4,5,1,4,3,1,5,4,5,1,3,1,1,4,5,5,4,4,2,1,3,1,1
448716,PR,60,African American,F,PhD,4,2,4,2,3,5,3,1,3,4,4,4,2,5,5,1,1,1,5,3,3,4,3,2,3
448734,CO,59,Pacific Islander,M,"B,Sc",2,4,2,1,3,4,3,2,3,3,4,5,4,1,1,1,3,1,4,4,2,2,2,4,4
448752,CO,64,White,M,GED,1,3,5,1,4,5,3,1,3,1,5,2,2,2,2,1,3,1,4,3,5,1,1,5,5
448761,CO,43,White,F,High School,5,2,5,3,3,3,4,5,1,1,5,5,1,5,2,4,2,1,2,5,3,3,2,2,1
448770,PA,91,Pacific Islander,F,High School,4,3,3,3,2,4,2,1,5,5,4,5,5,4,1,2,3,2,4,4,3,4,3,3,2
448789,WI,29,African American,M,PhD,1,1,2,3,3,5,5,5,2,2,1,4,3,5,5,3,5,2,4,5,1,1,3,3,1
448798,WI,97,Hispanic,M,GED,5,1,4,4,4,3,2,4,2,1,1,1,2,4,2,1,3,4,2,3,4,2,1,2,1
448804,MI,100,White,F,"B,Sc",4,3,1,2,5,5,1,3,3,1,2,5,3,1,1,2,5,2,4,2,1,3,1,2,1
448822,CT,32,American Indian,M,"A,Sc",4,3,4,5,2,4,1,1,2,2,4,4,1,4,3,1,3,5,3,1,3,2,1,4,5
448831,PA,43,Asian,F,PhD,3,5,2,4,3,2,2,3,5,1,5,1,1,5,2,2,2,4,1,4,1,4,1,3,1
448840,FL,73,Asian,M,M.Sc,3,5,2,2,1,3,3,2,4,4,1,4,5,4,5,2,5,5,4,2,3,3,4,1,2
448859,PA,41,American Indian,F,"A,Sc",3,2,1,1,2,2,1,4,2,1,1,2,1,2,2,5,4,3,4,3,4,2,3,2,5
448877,UT,68,Asian,F,High School,4,2,1,4,5,3,1,5,1,3,5,4,1,2,1,4,1,1,2,4,2,2,1,4,4
448886,AZ,94,White,M,PhD,1,3,3,5,3,3,4,2,1,1,3,1,1,1,3,4,2,4,4,5,3,1,3,1,2
448895,CA,34,Asian,M,High School,1,1,4,2,3,2,2,3,2,4,2,5,1,1,2,4,4,5,5,1,5,3,1,4,1
448974,NY,56,White,M,GED,3,5,5,2,4,2,2,4,5,3,4,5,4,1,4,5,2,2,3,3,4,3,4,4,1
448983,NJ,79,Asian,F,"A,Sc",5,5,4,4,2,1,4,3,1,3,3,1,4,2,5,5,5,1,2,3,5,1,4,2,5
449010,TN,71,White,M,"A,Sc",4,2,1,4,3,5,5,5,5,4,1,3,3,4,1,3,1,5,3,4,4,4,1,5,1
449038,FL,63,White,F,M.Sc,1,5,3,5,1,2,4,5,1,4,3,3,2,4,4,1,2,5,3,4,4,3,2,1,1
449074,WA,33,Hispanic,M,High School,4,3,2,2,3,2,4,1,4,3,1,2,3,4,4,2,2,5,2,5,2,5,3,3,4
449083,FL,87,Pacific Islander,M,GED,3,1,2,5,2,1,5,1,1,5,1,1,4,1,5,4,2,1,3,2,3,2,3,5,1
449092,FL,63,White,F,High School,4,3,4,2,3,4,2,4,3,1,3,2,1,1,1,4,2,5,1,2,5,5,4,4,2
449117,NC,38,White,M,M.Sc,4,4,5,4,5,2,3,2,5,3,1,4,5,2,4,3,4,2,3,3,3,4,5,3,4
449126,OH,45,African American,F,High School,5,2,1,4,1,2,1,4,3,2,3,3,4,4,5,1,1,1,3,5,4,2,5,4,2
449135,PR,90,White,M,High School,4,2,1,5,2,3,3,1,2,5,2,2,1,5,4,5,4,2,3,3,1,4,5,1,3
449144,PR,39,Hispanic,M,M.Sc,1,2,4,4,3,5,3,2,3,3,5,3,5,1,1,5,2,3,1,5,4,2,2,2,3
449153,PR,61,Asian,M,"B,Sc",4,1,1,1,5,2,1,4,3,3,4,2,3,5,5,5,4,3,2,3,3,1,3,1,1
449162,MO,27,White,F,"A,Sc",1,5,2,5,1,5,4,3,1,2,2,1,3,1,2,4,4,5,4,1,1,1,5,1,3
449171,MO,71,Asian,F,M.Sc,2,4,4,2,4,2,3,2,5,5,4,4,3,3,4,4,5,5,5,3,2,3,2,4,3
449180,IL,42,Pacific Islander,F,M.Sc,2,4,3,3,2,3,1,3,2,4,5,4,1,5,5,4,1,2,3,4,4,5,2,2,3
449199,IN,40,Hispanic,F,"A,Sc",5,3,1,2,3,4,5,1,2,2,2,1,4,3,2,2,2,5,5,4,2,3,1,2,4
449205,MO,79,American Indian,M,"B,Sc",5,5,3,1,1,3,4,1,1,4,1,2,4,1,5,4,2,3,2,1,1,4,2,4,5
449214,MN,56,Hispanic,F,"A,Sc",1,3,5,3,3,4,3,5,1,4,4,1,1,5,3,3,2,5,1,1,2,4,5,3,1
449223,IL,82,Hispanic,M,"B,Sc",1,1,5,4,4,1,5,2,3,4,1,3,3,3,2,3,1,2,5,4,3,5,5,4,2
449232,IL,28,Hispanic,M,M.Sc,3,3,1,3,2,4,5,4,5,4,4,1,3,2,3,2,4,3,4,2,3,2,5,4,4
449241,KS,58,Hispanic,F,PhD,2,2,5,2,4,4,1,1,2,1,1,4,1,5,2,2,2,4,2,3,3,4,1,4,1
449250,TX,21,Asian,F,"B,Sc",3,3,3,1,2,2,5,2,1,2,2,2,2,1,4,5,2,3,2,5,2,4,2,1,2
449269,NJ,42,American Indian,M,PhD,5,4,4,2,1,5,2,5,5,4,4,2,1,3,5,2,3,2,3,5,1,1,2,2,3
449278,MI,98,Hispanic,F,GED,1,5,1,3,1,3,3,3,2,2,1,2,1,2,1,3,4,1,3,3,5,5,5,4,1
449302,KY,93,African American,F,GED,1,3,3,5,3,4,4,2,2,4,5,2,3,2,4,4,4,4,1,1,2,3,3,3,3
449311,NY,83,Asian,F,"A,Sc",5,3,2,5,4,1,2,3,2,1,5,1,2,5,2,4,2,3,1,5,2,4,4,1,5
449320,NY,65,Asian,F,GED,3,2,4,4,3,4,5,1,2,3,4,4,4,4,2,4,2,3,5,5,5,5,3,2,3
449339,WV,67,Hispanic,F,M.Sc,5,1,3,4,4,4,2,5,5,1,4,3,4,3,4,2,5,1,2,4,3,2,3,3,4
449348,AL,51,White,F,"B,Sc",5,3,1,1,1,1,4,1,5,5,5,2,4,2,1,4,4,5,2,2,1,2,4,2,2
449357,CA,91,American Indian,M,M.Sc,5,3,2,4,5,5,2,1,5,5,3,2,1,1,4,4,1,4,4,3,4,4,4,3,1
449366,CA,59,Hispanic,M,GED,5,3,2,1,2,2,5,3,1,3,5,4,4,1,2,5,1,3,5,2,3,4,1,5,2
449375,CA,81,Pacific Islander,F,High School,4,2,1,1,2,3,4,2,1,3,1,2,3,3,2,5,1,5,5,1,3,4,4,2,5
449384,CA,84,American Indian,M,High School,2,2,4,2,4,4,3,1,3,5,4,2,3,1,1,1,2,2,1,5,5,1,2,1,5
449393,CA,80,Hispanic,M,"A,Sc",5,4,4,2,5,2,2,5,3,5,2,5,2,4,4,2,1,3,1,1,4,3,5,3,2
449436,CA,22,Asian,M,High School,2,2,3,2,2,1,4,1,5,3,3,4,5,5,4,3,2,2,5,1,5,5,1,2,3
449445,CA,97,Asian,F,PhD,2,5,5,1,5,1,5,3,4,1,1,1,5,2,3,5,3,3,1,5,5,2,1,4,4
449454,CO,70,Hispanic,F,M.Sc,1,5,4,2,2,1,4,4,2,2,1,2,3,1,4,1,1,2,2,3,4,4,1,4,1
449463,CT,73,Hispanic,M,M.Sc,4,2,3,4,2,5,5,4,2,4,4,1,3,2,2,2,4,4,1,3,2,3,1,3,4
